Artist_Reputation,Height,Width,Weight,Material,Price_Of_Sculpture,Base_Shipping_Price,International,Express_Shipment,Installation_Included,Transport,Fragile,Customer_Information,Remote_Location,Cost,State
High_Reputation,13.0,7.0,256.0,Wood,5.21,20.84,No,Yes,No,Airways,No,Working Class,urban,401.34,Oregon
Low_Reputation,29.0,12.0,1610.0,Aluminium,3.8,14.98,Yes,No,No,Waterways,No,Working Class,urban,130.67,Delaware
Low_Reputation,18.0,8.0,201534.0,Stone,184.8,68.01,Yes,Yes,Yes,Airways,No,Wealthy,urban,1545.75,Montana
Low_Reputation,21.0,11.0,414.0,Wood,4.96,19.68,No,No,Yes,Roadways,No,Wealthy,remote,214.21,Texas
Low_Reputation,13.0,7.0,107.0,Wood,3.58,24.2,No,No,No,Waterways,No,Working Class,urban,125.41,Alabama
High_Reputation,27.0,13.0,115486.0,Marble,2726.8,30.23,Yes,No,No,Roadways,No,Working Class,urban,8553.52,Alaska
Moderate_Reputation,20.0,8.0,7997.0,Brass,9.45,28.9,No,No,No,Roadways,No,Working Class,urban,377.2,Minnesota
High_Reputation,17.0,14.0,679.0,Aluminium,6.1,18.88,No,No,Yes,Roadways,No,Working Class,urban,1116.61,Tennessee
Low_Reputation,25.0,8.0,16244.0,Brass,72.05,66.69,No,No,Yes,Waterways,No,Wealthy,remote,1031.42,Missouri
Low_Reputation,5.0,3.0,130.0,Bronze,4.83,18.32,No,No,Yes,Waterways,No,Working Class,remote,158.83,AP
Low_Reputation,24.0,11.0,872255.0,Stone,2801.6,99.56,Yes,No,No,Waterways,No,Working Class,urban,2883.96,New York
High_Reputation,15.0,8.0,48643.0,Marble,63.71,33.55,Yes,No,Yes,Waterways,No,Working Class,remote,2763.1,Alaska
Moderate_Reputation,15.0,7.0,6078.5,Bronze,3.47,15.92,Yes,No,Yes,Roadways,No,Working Class,urban,456.76,Wisconsin
Moderate_Reputation,25.0,10.0,28714.0,Brass,103.69,70.06,No,No,No,Roadways,No,Working Class,urban,801.93,South Carolina
Low_Reputation,40.0,16.0,100032.0,Brass,127.31,88.48,No,No,No,Airways,No,Working Class,remote,1250.05,AA
Low_Reputation,35.0,8.0,6078.5,Bronze,29.39,29.97,Yes,Yes,No,Roadways,No,Working Class,urban,339.68,New Hampshire
High_Reputation,17.0,8.0,168658.0,Stone,306.79,60.38,No,Yes,No,Roadways,No,Wealthy,urban,3909.87,North Dakota
Low_Reputation,19.0,11.0,330.0,Wood,4.94,13.41,No,Yes,No,Roadways,No,Working Class,remote,185.33,New Mexico
Moderate_Reputation,19.0,8.0,176.0,Wood,4.36,16.32,Yes,No,No,Roadways,No,Wealthy,urban,215.25,Idaho
Moderate_Reputation,21.0,4.0,72.0,Aluminium,3.32,19.34,No,Yes,No,Airways,No,Working Class,urban,209.3,Idaho
High_Reputation,39.0,13.0,10641.0,Bronze,66.06,94.8,No,No,No,Roadways,No,Wealthy,urban,7075.14,Delaware
Moderate_Reputation,57.0,12.0,2400.0,Aluminium,6.23,24.87,Yes,No,Yes,Waterways,No,Wealthy,urban,391.29,South Dakota
Moderate_Reputation,11.0,6.0,22371.0,Stone,11.83,67.02,No,Yes,Yes,Roadways,No,Working Class,urban,805.4,Alabama
High_Reputation,20.0,6.0,230.0,Wood,5.89,12.79,Yes,No,Yes,Waterways,No,Working Class,urban,283.09,Maryland
High_Reputation,43.0,28.0,26733.0,Clay,61.74,59.34,No,Yes,Yes,Airways,Yes,Wealthy,urban,1752.65,Oklahoma
Moderate_Reputation,23.0,8.0,1130.0,Aluminium,3.15,10.34,No,Yes,No,Airways,No,Wealthy,urban,190.83,Rhode Island
Low_Reputation,14.0,8.0,128.0,Wood,4.17,23.22,No,Yes,Yes,Roadways,No,Working Class,urban,144.45,Michigan
Low_Reputation,13.0,6.0,23587.0,Marble,100.68,83.96,No,Yes,Yes,Roadways,No,Wealthy,urban,1955.79,Texas
High_Reputation,18.0,8.0,7529.0,Brass,17.86,27.98,No,No,No,Roadways,No,Working Class,urban,963.32,Oregon
High_Reputation,46.0,14.0,6333.0,Clay,30.62,62.93,No,Yes,Yes,Airways,Yes,Working Class,urban,3467.74,West Virginia
Moderate_Reputation,18.0,7.0,62139.0,Marble,191.34,94.79,No,No,Yes,Roadways,No,Working Class,urban,1423.05,New Jersey
Low_Reputation,20.0,6.0,4831.0,Brass,6.7,19.94,Yes,No,No,Waterways,No,Working Class,urban,166.27,Idaho
High_Reputation,32.0,23.0,47698.0,Bronze,75.71,56.84,No,No,No,Roadways,No,Wealthy,remote,3464.42,Washington
Moderate_Reputation,19.0,6.0,38134.0,Marble,136.89,62.06,No,No,Yes,Roadways,No,Working Class,urban,927.78,Arizona
High_Reputation,46.0,18.0,256.0,Wood,5.63,19.59,No,No,Yes,Roadways,No,Working Class,urban,638.12,New Mexico
Moderate_Reputation,24.0,10.0,1231.0,Aluminium,3.36,16.7,No,No,Yes,Roadways,No,Working Class,remote,220.62,Oregon
Moderate_Reputation,26.0,18.0,2581.0,Aluminium,5.95,14.18,No,No,Yes,Airways,No,Wealthy,urban,284.9,California
Moderate_Reputation,23.0,10.0,12603.0,Bronze,83.55,42.88,No,No,No,Roadways,No,Working Class,urban,2513.4,Nevada
Low_Reputation,29.0,11.0,1968.0,Aluminium,6.43,12.36,No,Yes,No,Airways,No,Working Class,urban,127.65,AE
Moderate_Reputation,17.0,7.0,163.0,Wood,4.83,13.07,No,Yes,Yes,Airways,No,Wealthy,remote,242.1,Montana
Moderate_Reputation,33.0,17.0,471.0,Wood,5.48,10.78,Yes,No,Yes,Waterways,No,Working Class,urban,163.81,Tennessee
High_Reputation,26.0,8.0,26651.0,Brass,155.39,34.22,No,No,Yes,Airways,No,Working Class,remote,1526.23,Oklahoma
Low_Reputation,25.0,13.0,19103.0,Brass,62.43,38.01,Yes,No,Yes,Roadways,No,Working Class,remote,464.36,Vermont
High_Reputation,7.0,5.0,523.0,Bronze,4.43,11.64,No,No,No,Roadways,No,Working Class,urban,218.82,Maryland
Moderate_Reputation,18.0,6.0,188.0,Wood,5.19,21.53,No,Yes,Yes,Airways,No,Wealthy,urban,255.78,Texas
Moderate_Reputation,26.0,8.0,13341.0,Brass,50.27,92.39,No,No,No,Roadways,No,Working Class,urban,1227.19,Alaska
Moderate_Reputation,20.0,8.0,5924.0,Bronze,10.5,34.14,No,No,No,Roadways,No,Working Class,urban,384.27,AA
Low_Reputation,20.0,12.0,35844.0,Brass,103.83,86.08,Yes,No,Yes,Waterways,No,Working Class,urban,881.23,New York
Moderate_Reputation,19.0,13.0,2670.0,Clay,18.7,20.78,No,Yes,No,Airways,Yes,Working Class,urban,524.09,Virginia
High_Reputation,12.0,8.0,26413.0,Marble,28.44,98.14,No,Yes,Yes,Roadways,No,Working Class,urban,2271.79,New Hampshire
Moderate_Reputation,26.0,12.0,758.0,Wood,3.06,15.95,Yes,No,No,Roadways,No,Working Class,urban,349.33,Arizona
Low_Reputation,12.0,7.0,281.0,Aluminium,5.03,23.6,Yes,No,No,Waterways,No,Working Class,urban,192.13,AE
Low_Reputation,38.0,19.0,1493.0,Wood,10.73,11.97,Yes,No,No,Waterways,No,Working Class,urban,704.98,Alabama
Moderate_Reputation,29.0,12.0,5441.0,Clay,28.81,37.05,No,No,Yes,Waterways,Yes,Working Class,urban,855.0,Minnesota
High_Reputation,30.0,11.0,7997.0,Brass,210.19,35.71,No,No,Yes,Airways,No,Working Class,urban,1751.82,California
High_Reputation,7.0,4.0,55.0,Wood,4.56,20.16,Yes,Yes,Yes,Airways,No,Wealthy,urban,324.82,AP
Moderate_Reputation,29.0,10.0,721443.0,Stone,2163.07,84.61,No,No,No,Waterways,No,Working Class,urban,5022.84,Wisconsin
Moderate_Reputation,17.0,6.0,39601.0,Marble,89.89,81.01,Yes,Yes,No,Airways,No,Working Class,urban,1710.86,Alaska
Low_Reputation,24.0,6.0,6600.0,Brass,6.16,96.66,No,No,Yes,Waterways,No,Working Class,remote,609.61,North Dakota
Moderate_Reputation,17.0,10.0,6269.0,Brass,6.52,43.05,No,No,Yes,Roadways,No,Working Class,urban,1204.46,North Dakota
Low_Reputation,28.0,13.0,520.0,Wood,4.3,24.87,No,No,Yes,Roadways,No,Working Class,urban,187.84,Texas
High_Reputation,27.0,16.0,20222.0,Brass,183.76,26.74,No,No,Yes,Roadways,No,Working Class,urban,1276.69,Massachusetts
Moderate_Reputation,14.0,6.0,53184.0,Stone,88.35,72.05,No,No,No,Roadways,No,Working Class,remote,3133.17,District of Columbia
Low_Reputation,22.0,8.0,327.0,Aluminium,3.02,13.33,Yes,No,No,Waterways,No,Working Class,urban,112.69,Oregon
Moderate_Reputation,16.0,6.0,72140.0,Stone,93.76,81.91,No,No,No,Roadways,No,Working Class,urban,3005.5,Alaska
High_Reputation,36.0,27.0,195972.0,Brass,439.6,48.1,Yes,No,Yes,Waterways,No,Working Class,urban,11028.14,Louisiana
Low_Reputation,7.0,5.0,507.0,Bronze,5.7,15.36,No,No,No,Roadways,No,Working Class,urban,116.56,Missouri
Low_Reputation,6.0,5.0,332.0,Bronze,5.76,23.67,No,No,No,Roadways,No,Working Class,remote,186.53,Maryland
Moderate_Reputation,24.0,11.0,376200.0,Marble,533.78,36.23,Yes,No,No,Waterways,No,Working Class,remote,5134.15,Washington
High_Reputation,19.0,16.0,9868.0,Clay,64.1,39.48,Yes,Yes,Yes,Roadways,Yes,Working Class,urban,7467.11,Nevada
High_Reputation,19.0,11.0,195891.0,Marble,1270.63,67.49,Yes,No,Yes,Roadways,No,Wealthy,urban,6125.45,New Mexico
Moderate_Reputation,33.0,24.0,7142.0,Aluminium,53.86,97.82,No,No,No,Roadways,No,Working Class,urban,1517.97,Delaware
Low_Reputation,41.0,14.0,11500.0,Clay,22.85,81.93,No,No,No,Airways,Yes,Working Class,urban,758.71,AP
High_Reputation,23.0,9.0,15798.0,Brass,64.7,53.05,Yes,No,No,Waterways,No,Working Class,urban,4207.58,Pennsylvania
High_Reputation,34.0,9.0,20740.0,Bronze,52.38,63.23,No,No,Yes,Roadways,No,Working Class,urban,563.87,AE
High_Reputation,17.0,7.0,37714.0,Stone,510.23,48.29,Yes,No,Yes,Waterways,No,Wealthy,urban,17275.06,AP
Moderate_Reputation,35.0,12.0,528.0,Wood,6.15,23.38,No,No,Yes,Airways,No,Working Class,urban,246.83,Colorado
Low_Reputation,5.0,3.0,25.0,Wood,4.26,19.61,No,No,Yes,Airways,No,Working Class,urban,121.62,Missouri
Moderate_Reputation,5.0,5.0,287.0,Brass,3.62,20.65,No,Yes,Yes,Roadways,No,Wealthy,remote,212.88,Florida
Low_Reputation,48.0,14.0,79966.0,Brass,51.39,60.25,No,No,No,Roadways,No,Working Class,urban,915.23,Delaware
High_Reputation,27.0,11.0,30736.0,Brass,36.97,38.28,Yes,No,No,Waterways,No,Working Class,urban,957.62,Washington
Moderate_Reputation,26.0,8.0,16443.0,Brass,56.75,53.88,Yes,No,Yes,Airways,No,Working Class,urban,-1135.16,Alabama
Moderate_Reputation,27.0,7.0,3706.0,Brass,14.95,15.87,Yes,Yes,No,Airways,No,Wealthy,urban,320.36,Alabama
Moderate_Reputation,24.0,11.0,18100.0,Brass,19.67,92.29,Yes,No,No,Waterways,No,Working Class,urban,1226.54,Maryland
High_Reputation,34.0,14.0,35630.0,Bronze,135.77,73.53,No,No,No,Roadways,No,Working Class,remote,1950.24,Colorado
Moderate_Reputation,17.0,8.0,3473.0,Bronze,6.1,10.55,No,No,No,Roadways,No,Working Class,urban,170.9,Nevada
Low_Reputation,27.0,8.0,15609.0,Brass,70.4,60.59,Yes,No,Yes,Waterways,No,Working Class,urban,1577.34,Tennessee
High_Reputation,27.0,6.0,2155.0,Clay,3.36,24.48,No,Yes,Yes,Roadways,Yes,Wealthy,urban,852.59,Montana
Moderate_Reputation,33.0,17.0,649.0,Aluminium,9.89,19.44,No,No,Yes,Roadways,No,Working Class,urban,590.73,AE
Low_Reputation,45.0,8.0,1407.0,Clay,5.19,54.61,No,No,No,Waterways,Yes,Working Class,urban,503.59,Alaska
Moderate_Reputation,13.0,6.0,366.0,Aluminium,6.78,22.73,Yes,No,No,Waterways,No,Working Class,urban,482.32,Ohio
High_Reputation,26.0,9.0,3059.0,Clay,15.68,12.59,Yes,No,No,Airways,Yes,Working Class,urban,469.05,Wyoming
High_Reputation,36.0,12.0,4260.0,Clay,12.76,13.29,No,Yes,Yes,Roadways,Yes,Wealthy,urban,1356.49,South Dakota
Low_Reputation,46.0,25.0,197267.0,Bronze,666.57,39.09,No,No,Yes,Roadways,No,Working Class,urban,3384.91,South Carolina
Low_Reputation,23.0,13.0,36456.0,Brass,20.03,26.8,No,No,Yes,Roadways,No,Working Class,urban,514.59,South Carolina
High_Reputation,35.0,14.0,35902.0,Bronze,46.2,63.91,No,Yes,Yes,Airways,No,Working Class,urban,4791.38,Minnesota
Moderate_Reputation,34.0,17.0,5804.0,Clay,34.33,57.66,Yes,Yes,Yes,Airways,Yes,Working Class,urban,941.24,Delaware
Low_Reputation,16.0,7.0,103431.0,Stone,250.08,74.77,Yes,No,No,Waterways,No,Working Class,urban,946.36,Alabama
Moderate_Reputation,4.0,8.0,19.0,Wood,6.48,20.05,Yes,No,Yes,Roadways,No,Working Class,urban,228.53,West Virginia
Moderate_Reputation,23.0,11.0,27168.0,Brass,80.12,96.98,Yes,No,Yes,Roadways,No,Working Class,urban,3404.67,West Virginia
Low_Reputation,6.0,5.0,80.0,Aluminium,5.43,13.3,No,No,No,Roadways,No,Wealthy,urban,128.27,Wyoming
Moderate_Reputation,18.0,7.0,123.0,Wood,6.9,21.74,Yes,Yes,Yes,Airways,No,Working Class,urban,345.57,Maryland
Moderate_Reputation,28.0,10.0,1218.0,Aluminium,6.16,22.43,No,No,Yes,Waterways,No,Working Class,urban,302.74,Indiana
Low_Reputation,20.0,6.0,43881.0,Stone,60.03,78.81,Yes,No,No,Roadways,No,Wealthy,remote,589.61,Nebraska
Moderate_Reputation,18.0,8.0,1247.0,Clay,6.59,21.35,No,No,No,Roadways,Yes,Wealthy,urban,417.43,Nebraska
Moderate_Reputation,13.0,8.0,987.0,Clay,5.41,17.31,No,No,No,Roadways,Yes,Working Class,urban,275.27,Indiana
High_Reputation,25.0,6.0,549.0,Aluminium,6.32,22.16,No,Yes,No,Airways,No,Working Class,urban,1067.49,Wyoming
Moderate_Reputation,14.0,8.0,291.0,Aluminium,4.21,21.94,Yes,No,Yes,Roadways,No,Working Class,remote,314.36,AE
High_Reputation,23.0,9.0,2061.0,Clay,9.16,13.42,No,No,Yes,Waterways,Yes,Working Class,urban,1898.4,Ohio
Low_Reputation,11.0,6.0,237.0,Aluminium,3.7,18.36,No,Yes,Yes,Airways,No,Working Class,urban,159.74,Iowa
High_Reputation,42.0,10.0,4217.0,Clay,4.23,16.55,Yes,Yes,Yes,Airways,Yes,Wealthy,urban,2104.6,Pennsylvania
Moderate_Reputation,20.0,16.0,19222.0,Brass,28.78,85.02,No,No,No,Roadways,No,Working Class,urban,744.82,Kansas
Moderate_Reputation,7.0,4.0,170.0,Brass,5.26,11.27,No,No,No,Waterways,No,Working Class,urban,146.19,Missouri
Moderate_Reputation,16.0,7.0,56827.0,Marble,99.02,57.95,No,Yes,Yes,Roadways,No,Working Class,urban,5045.14,Massachusetts
Moderate_Reputation,19.0,7.0,236.0,Wood,6.9,22.65,No,No,No,Roadways,No,Wealthy,urban,270.81,Ohio
Low_Reputation,5.0,8.0,81.0,Brass,3.13,10.68,Yes,No,No,Waterways,No,Working Class,urban,123.09,Wisconsin
Moderate_Reputation,14.0,6.0,48185.0,Stone,199.54,35.42,Yes,No,Yes,Waterways,No,Wealthy,urban,808.59,New Mexico
High_Reputation,32.0,11.0,532.0,Wood,5.44,19.99,Yes,No,No,Waterways,No,Working Class,urban,730.45,Michigan
High_Reputation,4.0,3.0,113.0,Brass,6.9,16.24,No,No,No,Roadways,No,Working Class,urban,355.48,Georgia
Low_Reputation,50.0,13.0,55850.0,Bronze,80.19,30.52,No,No,No,Roadways,No,Working Class,urban,464.66,Hawaii
High_Reputation,24.0,11.0,11676.0,Bronze,21.78,65.24,Yes,Yes,No,Roadways,No,Wealthy,urban,1527.35,Massachusetts
Low_Reputation,55.0,22.0,175420.0,Bronze,514.49,62.32,No,No,No,Waterways,No,Working Class,remote,4141.95,Massachusetts
Low_Reputation,21.0,17.0,21029.0,Bronze,22.71,30.61,No,Yes,Yes,Airways,No,Wealthy,urban,542.44,Delaware
Moderate_Reputation,37.0,13.0,1556047.0,Marble,3824.25,62.68,Yes,Yes,No,Airways,Yes,Working Class,urban,17324.31,California
High_Reputation,15.0,7.0,83378.0,Stone,604.07,73.61,Yes,Yes,No,Airways,No,Working Class,urban,36066.24,Georgia
Moderate_Reputation,16.0,7.0,5035.0,Brass,12.92,25.25,No,No,Yes,Roadways,No,Working Class,urban,346.49,West Virginia
Low_Reputation,27.0,12.0,1029.0,Aluminium,4.92,14.94,No,Yes,Yes,Airways,No,Wealthy,urban,238.6,AE
Moderate_Reputation,39.0,16.0,104029.0,Brass,673.52,42.3,No,No,Yes,Roadways,No,Working Class,urban,7137.4,North Dakota
High_Reputation,3.0,2.0,95.0,Stone,6.65,24.4,No,No,No,Airways,No,Working Class,urban,366.68,Wisconsin
High_Reputation,10.0,4.0,35.0,Wood,6.64,14.01,No,Yes,Yes,Roadways,No,Wealthy,remote,371.17,Utah
High_Reputation,18.0,8.0,3973.0,Bronze,4.59,18.5,No,No,Yes,Airways,No,Working Class,urban,350.01,Kansas
High_Reputation,22.0,8.0,831.0,Aluminium,3.12,20.38,No,Yes,Yes,Airways,No,Wealthy,urban,531.89,North Carolina
Low_Reputation,5.0,4.0,27.0,Wood,3.88,23.38,Yes,Yes,No,Airways,No,Working Class,urban,150.88,AE
High_Reputation,29.0,10.0,1353.0,Aluminium,6.36,22.58,No,No,Yes,Roadways,No,Working Class,urban,1445.06,New Mexico
Low_Reputation,17.0,8.0,972.0,Clay,5.34,12.31,No,No,Yes,Roadways,Yes,Working Class,remote,131.18,Idaho
Moderate_Reputation,21.0,13.0,432.0,Wood,4.16,11.85,No,No,Yes,Airways,No,Working Class,remote,219.27,AP
High_Reputation,16.0,7.0,409.0,Clay,3.59,16.41,Yes,No,No,Waterways,Yes,Working Class,urban,429.87,Louisiana
Low_Reputation,33.0,20.0,79196.0,Brass,37.46,30.87,Yes,Yes,Yes,Airways,No,Wealthy,urban,1093.76,South Dakota
Moderate_Reputation,30.0,13.0,44019.0,Brass,42.28,92.57,Yes,No,No,Waterways,No,Working Class,urban,874.27,Connecticut
Low_Reputation,22.0,6.0,242.0,Wood,6.77,13.85,No,No,No,Roadways,No,Working Class,urban,116.72,California
Moderate_Reputation,26.0,7.0,400.0,Wood,6.47,14.2,No,No,No,Waterways,No,Working Class,urban,211.25,Mississippi
Moderate_Reputation,21.0,6.0,98362.0,Stone,196.57,34.45,Yes,Yes,Yes,Roadways,No,Working Class,urban,2028.79,Alaska
High_Reputation,7.0,4.0,1985.0,Marble,12.59,14.01,No,No,No,Roadways,No,Working Class,urban,268.94,AE
Moderate_Reputation,17.0,9.0,740.0,Aluminium,5.38,18.98,Yes,No,No,Waterways,No,Working Class,urban,238.88,South Carolina
Low_Reputation,35.0,12.0,1090924.0,Marble,1507.04,32.6,Yes,No,No,Waterways,No,Working Class,urban,1386.19,North Carolina
High_Reputation,10.0,5.0,9568.0,Marble,8.02,47.52,No,Yes,Yes,Airways,No,Working Class,urban,1381.77,AA
Low_Reputation,23.0,12.0,387.0,Wood,5.94,23.83,No,No,No,Airways,No,Working Class,urban,180.53,Florida
Low_Reputation,11.0,7.0,1305.0,Bronze,4.39,20.6,No,Yes,No,Roadways,No,Wealthy,remote,210.2,Michigan
Low_Reputation,20.0,6.0,3925.0,Bronze,4.62,17.13,No,Yes,Yes,Airways,No,Working Class,urban,181.71,Arizona
Low_Reputation,28.0,6.0,1810.0,Clay,3.42,16.18,No,Yes,Yes,Airways,Yes,Wealthy,urban,211.42,Delaware
Low_Reputation,9.0,4.0,2921.0,Marble,9.33,11.97,No,No,No,Airways,No,Working Class,urban,165.65,Virginia
Low_Reputation,20.0,7.0,6634.0,Bronze,22.94,86.44,No,Yes,No,Airways,No,Wealthy,urban,487.05,Virginia
Low_Reputation,26.0,8.0,326.0,Wood,3.85,20.85,No,Yes,No,Airways,No,Working Class,urban,329.4,Maryland
Low_Reputation,29.0,8.0,304174.0,Marble,501.96,38.37,Yes,Yes,Yes,Airways,No,Wealthy,urban,2089.76,Louisiana
High_Reputation,3.0,2.0,118.0,Stone,6.45,10.35,No,No,No,Waterways,No,Wealthy,urban,408.9,Connecticut
Moderate_Reputation,12.0,6.0,578.0,Clay,3.76,20.93,No,No,Yes,Roadways,Yes,Working Class,urban,277.12,Rhode Island
Moderate_Reputation,14.0,8.0,232.0,Wood,4.89,15.19,Yes,No,Yes,Waterways,No,Working Class,urban,178.91,Alabama
Low_Reputation,13.0,8.0,2493.0,Bronze,4.41,19.16,No,Yes,No,Roadways,No,Working Class,urban,186.67,Kansas
Low_Reputation,11.0,8.0,115486.0,Marble,6.24,46.95,Yes,No,No,Roadways,No,Working Class,urban,294.66,Florida
High_Reputation,27.0,7.0,211230.5,Stone,1524.16,79.77,No,No,No,Roadways,No,Wealthy,urban,7022.45,District of Columbia
Moderate_Reputation,20.0,8.0,384502.0,Brass,1930.14,28.93,Yes,No,Yes,Roadways,No,Working Class,urban,2448.44,AE
Low_Reputation,5.0,8.0,256.0,Wood,5.43,19.42,No,Yes,No,Airways,No,Working Class,urban,111.56,Oklahoma
Low_Reputation,12.0,6.0,57899.0,Stone,91.71,84.18,No,No,Yes,Airways,No,Working Class,urban,1039.87,Vermont
Moderate_Reputation,9.0,4.0,141.0,Aluminium,4.45,21.93,No,No,No,Roadways,No,Working Class,remote,195.17,Illinois
Low_Reputation,19.0,10.0,514.0,Aluminium,5.96,16.3,Yes,No,No,Roadways,No,Working Class,urban,188.11,Illinois
High_Reputation,14.0,8.0,2042.0,Bronze,14.41,13.71,No,Yes,Yes,Airways,No,Wealthy,urban,495.77,Idaho
Moderate_Reputation,10.0,5.0,217.0,Aluminium,4.14,11.21,No,No,Yes,Roadways,No,Working Class,remote,149.84,West Virginia
Moderate_Reputation,4.0,4.0,54.0,Clay,3.63,10.06,No,No,No,Roadways,Yes,Working Class,remote,120.62,Connecticut
High_Reputation,7.0,5.0,469.0,Bronze,6.65,21.38,No,No,No,Roadways,No,Working Class,urban,374.26,Nebraska
Moderate_Reputation,21.0,8.0,173.0,Aluminium,4.96,14.37,Yes,No,No,Waterways,No,Working Class,urban,210.72,AE
Moderate_Reputation,35.0,16.0,6462.0,Clay,39.7,83.44,No,No,No,Roadways,Yes,Working Class,urban,1857.44,North Carolina
High_Reputation,26.0,6.0,8014.0,Bronze,14.96,67.21,Yes,No,No,Airways,No,Wealthy,urban,1897.49,Ohio
Moderate_Reputation,23.0,12.0,22783.0,Brass,18.42,41.49,No,No,Yes,Roadways,No,Working Class,remote,775.88,New Jersey
Moderate_Reputation,45.0,9.0,3773.0,Clay,13.48,19.36,Yes,No,Yes,Airways,Yes,Working Class,remote,531.05,Mississippi
Moderate_Reputation,22.0,13.0,24368.0,Brass,35.8,82.08,No,Yes,No,Roadways,No,Working Class,remote,1207.95,New Hampshire
High_Reputation,12.0,8.0,148.0,Wood,5.19,16.33,No,No,No,Roadways,No,Wealthy,urban,355.84,North Dakota
High_Reputation,21.0,13.0,10515.0,Bronze,52.42,99.59,Yes,Yes,Yes,Airways,No,Working Class,urban,2992.84,Virginia
Moderate_Reputation,20.0,7.0,8979.0,Brass,12.6,90.33,Yes,Yes,No,Airways,No,Wealthy,urban,1016.33,Indiana
Moderate_Reputation,42.0,15.0,6078.5,Bronze,144.15,86.81,No,Yes,No,Roadways,No,Working Class,urban,622.37,AA
High_Reputation,30.0,8.0,279249.0,Stone,2440.98,40.59,No,Yes,No,Airways,No,Working Class,urban,13493.1,Michigan
High_Reputation,7.0,4.0,990.0,Marble,3.81,18.21,No,Yes,No,Airways,No,Working Class,urban,344.19,Oklahoma
Low_Reputation,22.0,8.0,137531.0,Marble,412.82,80.33,No,No,Yes,Airways,No,Wealthy,urban,1875.01,New Mexico
Low_Reputation,19.0,8.0,5202.0,Bronze,11.91,40.62,Yes,No,No,Roadways,No,Working Class,urban,336.57,Illinois
Moderate_Reputation,25.0,8.0,1407.0,Clay,3.1,18.77,Yes,No,No,Waterways,Yes,Working Class,remote,280.05,Iowa
High_Reputation,31.0,12.0,637276.0,Marble,1356.72,35.05,Yes,No,Yes,Waterways,No,Working Class,urban,3276.78,AP
Moderate_Reputation,7.0,5.0,626.0,Brass,6.45,11.43,No,No,Yes,Roadways,No,Working Class,remote,210.12,District of Columbia
Low_Reputation,30.0,15.0,2546721.0,Stone,984.71,33.87,No,No,No,Roadways,No,Working Class,urban,4122.46,Wisconsin
Moderate_Reputation,25.0,9.0,250627.0,Marble,739.57,26.58,No,No,No,Roadways,No,Wealthy,remote,9400.03,Indiana
Moderate_Reputation,35.0,19.0,12898.0,Clay,11.83,61.36,No,No,No,Roadways,Yes,Working Class,urban,711.36,AE
Moderate_Reputation,25.0,8.0,6078.5,Bronze,61.9,66.02,Yes,Yes,No,Airways,No,Working Class,urban,1325.51,AA
Moderate_Reputation,40.0,17.0,55175.0,Bronze,205.38,55.19,Yes,Yes,No,Airways,No,Working Class,urban,3223.78,AA
Moderate_Reputation,17.0,11.0,638.0,Aluminium,4.96,21.32,No,No,No,Roadways,No,Working Class,urban,288.4,AA
Low_Reputation,28.0,12.0,649.0,Aluminium,5.45,20.81,No,No,Yes,Waterways,No,Working Class,remote,179.89,Iowa
Low_Reputation,16.0,7.0,1306.0,Clay,4.85,21.51,No,No,No,Waterways,Yes,Working Class,urban,149.54,Montana
Moderate_Reputation,4.0,3.0,1407.0,Clay,4.7,19.36,No,No,Yes,Airways,Yes,Wealthy,urban,159.6,Kansas
High_Reputation,3.0,2.0,11.0,Wood,3.29,21.03,No,No,No,Airways,No,Wealthy,urban,208.13,Ohio
High_Reputation,8.0,8.0,48.0,Wood,4.81,10.34,No,No,No,Roadways,No,Working Class,urban,198.58,Tennessee
Low_Reputation,64.0,19.0,1177.0,Wood,6.09,22.09,No,Yes,No,Airways,No,Wealthy,remote,251.43,Washington
High_Reputation,23.0,10.0,1407.0,Clay,5.52,12.43,No,No,No,Airways,Yes,Working Class,urban,378.46,Washington
Moderate_Reputation,51.0,19.0,7264.0,Aluminium,7.62,32.0,Yes,No,No,Waterways,No,Working Class,urban,531.81,AA
Moderate_Reputation,38.0,11.0,2272.0,Aluminium,7.14,23.94,Yes,No,No,Airways,No,Working Class,remote,512.58,Idaho
Moderate_Reputation,20.0,6.0,4035.0,Brass,6.09,14.06,Yes,No,No,Airways,No,Wealthy,urban,312.61,South Dakota
Moderate_Reputation,35.0,6.0,181579.0,Marble,633.22,54.85,No,Yes,No,Airways,No,Working Class,remote,19033.53,North Dakota
Moderate_Reputation,34.0,8.0,11900.0,Clay,25.77,76.7,No,No,Yes,Roadways,Yes,Working Class,urban,618.9,Oregon
Low_Reputation,52.0,8.0,17368.0,Clay,27.37,83.35,No,No,No,Roadways,Yes,Wealthy,urban,912.88,South Dakota
High_Reputation,14.0,6.0,3496.0,Brass,20.71,21.83,No,No,Yes,Roadways,No,Working Class,urban,672.21,Maryland
Low_Reputation,31.0,13.0,1266851.0,Marble,2737.74,43.24,No,No,No,Roadways,No,Working Class,urban,4706.77,Indiana
High_Reputation,17.0,14.0,115486.0,Marble,1290.04,37.18,Yes,No,No,Waterways,No,Working Class,urban,2003.16,Maine
Moderate_Reputation,29.0,12.0,1249.0,Aluminium,6.98,24.01,No,No,No,Roadways,No,Working Class,urban,253.44,New Hampshire
